term,coef,std_err,t_stat,r2
intercept,0.19894911674286195,0.09357307370462396,2.126136385888869,0.035235242670710876
bid_depth_before,-0.03115533765697062,0.020749592315188154,-1.5014915562541309,0.035235242670710876
ask_depth_before,0.023579548383493507,0.021166830387681662,1.1139857953043342,0.035235242670710876
spread_before,-0.07208295018841016,0.033174349263637416,-2.1728519711288103,0.035235242670710876
imbalance_before,0.37897988905555063,0.3414649476824153,1.1098646921968303,0.035235242670710876
inventory_before,-0.00326211913430784,0.003035788373751299,-1.074554195711892,0.035235242670710876
