delta,n_points,impact_at_horizon,peak_abs_response,peak_response_signed,peak_abs_level_effect,peak_clock_ahead,cumulative_response,cumulative_abs_response
-3.0,10,-0.14285714285714285,0.14285714285714285,-0.14285714285714285,0.14285714285714285,135.0,-0.5657165415229932,7.034248010054462
-2.0,10,-0.06451612903225806,0.12903225806451613,-0.12903225806451613,0.12903225806451613,75.0,-4.490783410138248,7.567706487061326
-1.0,10,-0.14814814814814814,0.14814814814814814,-0.14814814814814814,0.14814814814814814,135.0,0.16327093714485552,6.300143697001486
0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,10,-0.057692307692307696,0.17073170731707318,0.17073170731707318,0.17073170731707318,105.0,4.611125021747616,7.682987369925754
2.0,10,0.0,0.10714285714285714,0.10714285714285714,0.10714285714285714,105.0,2.941680807877991,6.168176534373718
3.0,10,-0.05357142857142857,0.1282051282051282,-0.1282051282051282,0.1282051282051282,15.0,-2.9904236590283104,6.621908453303802
