label,market_env,policy_kind,intervention_target,delta,horizon,n_runs,n_usable_pairs,n_support_pairs,support_pair_rate,min_abs_treatment_diff,beta_exec_pool_hat,beta_exec_pool_ci95_low,beta_exec_pool_ci95_high,buy_beta_exec_pool_hat,sell_beta_exec_pool_hat,treatment_changed_rate,outcome_changed_rate,clip_any_rate
main,strategic,heuristic_sell,market,1.0,3,200,200,195,0.975,1.0,-0.0017751479289940828,-0.03259819981377384,0.031580612924716846,0.035264483627204,-0.0345982142857142,0.975,0.33,0.0
